#  aims_uuid : A391CB3C-1CEF-4591-A2B9-296226787F70                                
# Angular momentum resolved density for species Moas calculated by FHI-aims
# The energy reference for this output is the vacuum level 
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3              l= 4
       -6.01601602        5.18836060        0.05342882        0.11786927        4.95794859        0.05405454        0.00505938
       -5.99599600        3.98817199        0.03842054        0.09347011        3.80985230        0.04252243        0.00390661
       -5.97597598        2.99758964        0.02670119        0.07275251        2.86237427        0.03281448        0.00294720
       -5.95595596        2.20207899        0.01792136        0.05547013        2.10171209        0.02480396        0.00217144
       -5.93593594        1.58006794        0.01161007        0.04133967        1.50722448        0.01833216        0.00156156
       -5.91591592        1.10643072        0.00725637        0.03004749        1.05480963        0.01322202        0.00109521
       -5.89589590        0.75528715        0.00437385        0.02125407        0.71962322        0.00928762        0.00074840
       -5.87587588        0.50199843        0.00254178        0.01460122        0.47801635        0.00634138        0.00049770
       -5.85585586        0.32442430        0.00142378        0.00972421        0.30875369        0.00420091        0.00032171
       -5.83583584        0.20358570        0.00076861        0.00626819        0.19365137        0.00269568        0.00020187
       -5.81581582        0.12388419        0.00039982        0.00390533        0.11778311        0.00167313        0.00012280
       -5.79579580        0.07300652        0.00020040        0.00234909        0.06938148        0.00100321        0.00007234
       -5.77577578        0.04161712        0.00009678        0.00136288        0.03953573        0.00058051        0.00004122
       -5.75575576        0.02292385        0.00004503        0.00076207        0.02177016        0.00032389        0.00002269
       -5.73573574        0.01219004        0.00002019        0.00041043        0.01157323        0.00017413        0.00001206
       -5.71571572        0.00625283        0.00000872        0.00021280        0.00593498        0.00009015        0.00000618
       -5.69569570        0.00309176        0.00000363        0.00010617        0.00293398        0.00004493        0.00000306
       -5.67567568        0.00147280        0.00000146        0.00005096        0.00139739        0.00002154        0.00000145
       -5.65565566        0.00067559        0.00000056        0.00002352        0.00064090        0.00000994        0.00000067
       -5.63563564        0.00029830        0.00000021        0.00001044        0.00028295        0.00000441        0.00000029
       -5.61561562        0.00012674        0.00000008        0.00000446        0.00012020        0.00000188        0.00000013
       -5.59559560        0.00005180        0.00000003        0.00000183        0.00004912        0.00000077        0.00000005
       -5.57557558        0.00002036        0.00000001        0.00000072        0.00001931        0.00000030        0.00000002
       -5.55555556        0.00000770        0.00000000        0.00000027        0.00000730        0.00000012        0.00000001
       -5.53553554        0.00000280        0.00000000        0.00000010        0.00000265        0.00000004        0.00000000
